timestamp,date,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
1732305600000,2024-11-22T20:00:00.000Z,99079.74000000,99449.00000000,98535.00000000,98892.00000000,4928.22899000,1732319999999,487810513.47335690,785843,2372.99592000,234921005.44806950
1732320000000,2024-11-23T00:00:00.000Z,98892.00000000,98908.85000000,98300.00000000,98666.67000000,3918.31400000,1732334399999,386187855.91875200,536567,1798.85054000,177296580.39797940
1732334400000,2024-11-23T04:00:00.000Z,98666.66000000,98800.00000000,98284.61000000,98560.85000000,3360.38068000,1732348799999,331304729.95595320,536019,1462.48119000,144179509.20357560
1732348800000,2024-11-23T08:00:00.000Z,98560.84000000,98623.76000000,98300.00000000,98429.99000000,3176.75105000,1732363199999,312731615.88461500,471860,1300.28096000,128004007.92602880
1732363200000,2024-11-23T12:00:00.000Z,98430.00000000,98847.68000000,98400.00000000,98400.00000000,4138.68982000,1732377599999,408083428.19881960,737038,1872.14876000,184617233.34554580
1732377600000,2024-11-23T16:00:00.000Z,98400.01000000,98459.56000000,97336.06000000,97504.00000000,7486.78427000,1732391999999,732052648.43784620,1007034,3506.87807000,342859984.68602990
1732392000000,2024-11-23T20:00:00.000Z,97504.00000000,98015.82000000,97136.00000000,97672.40000000,2676.92385000,1732406399999,261249587.93352830,550620,1235.60918000,120581599.38209900
1732406400000,2024-11-24T00:00:00.000Z,97672.40000000,98564.00000000,97620.74000000,98200.10000000,3989.58138000,1732420799999,391739869.20744750,518148,1966.90305000,193140090.71338090
1732420800000,2024-11-24T04:00:00.000Z,98200.10000000,98431.06000000,97872.20000000,98431.05000000,3583.35015000,1732435199999,351922394.53744660,488203,1948.83008000,191419073.13405480
1732435200000,2024-11-24T08:00:00.000Z,98431.05000000,98472.98000000,97239.29000000,97280.03000000,3606.92172000,1732449599999,352771298.06854430,657656,1618.93206000,158316085.28281920
1732449600000,2024-11-24T12:00:00.000Z,97280.04000000,97606.52000000,95900.01000000,95901.51000000,9382.31921000,1732463999999,908258277.00024820,1699854,4048.49485000,392055616.22643520
1732464000000,2024-11-24T16:00:00.000Z,95901.52000000,96747.98000000,95734.77000000,96320.02000000,5662.86960000,1732478399999,544574252.24073120,928779,2784.58388000,267802933.16626130
1732478400000,2024-11-24T20:00:00.000Z,96320.01000000,98369.46000000,96195.47000000,97900.04000000,4975.93632000,1732492799999,484905920.89737060,672080,2756.37784000,268579835.22382110
1732492800000,2024-11-25T00:00:00.000Z,97900.05000000,98050.00000000,96888.00000000,97898.80000000,3838.26336000,1732507199999,374342332.50973420,1030336,1840.24148000,179472768.60096540
1732507200000,2024-11-25T04:00:00.000Z,97898.81000000,98376.99000000,97491.66000000,98047.34000000,5230.71565000,1732521599999,512770031.85187660,758180,2569.44725000,251940572.82921970
1732521600000,2024-11-25T08:00:00.000Z,98047.34000000,98871.80000000,97850.00000000,98188.09000000,5195.73129000,1732535999999,511282917.37483220,991443,2470.20864000,243087323.93343610
1732536000000,2024-11-25T12:00:00.000Z,98188.09000000,98313.08000000,94525.00000000,96000.56000000,14345.48831000,1732550399999,1381536643.02416150,2164483,6049.52693000,582407136.21013790
1732550400000,2024-11-25T16:00:00.000Z,96000.57000000,96500.00000000,94400.00000000,94669.48000000,10283.14008000,1732564799999,980520347.17371790,1781326,4871.03387000,464549118.75168900
1732564800000,2024-11-25T20:00:00.000Z,94669.49000000,95300.00000000,92600.19000000,93010.01000000,11954.11227000,1732579199999,1122992534.38787110,1563923,5686.46888000,534059921.28477050
1732579200000,2024-11-26T00:00:00.000Z,93010.01000000,94923.69000000,92727.90000000,94464.00000000,6245.66011000,1732593599999,587858794.30470120,1000971,3093.34304000,291046120.05706060
1732593600000,2024-11-26T04:00:00.000Z,94464.00000000,94973.37000000,93500.08000000,93785.71000000,4722.02616000,1732607999999,445054985.47995450,991689,2233.84325000,210495066.25868980
1732608000000,2024-11-26T08:00:00.000Z,93785.72000000,93785.72000000,91466.52000000,92356.85000000,13592.93588000,1732622399999,1259559201.87572210,2426250,6808.95450000,631000715.43836440
